season,site,tree,latitude,longitude,elevation,higth,diameter,volume,distance_to_NN_20km,reproduction,reproduction_prop,est_n_fruits,pre_female,early_female,late_female,early_interph,late_interph,early_male,late_male,total_syconia,synchrony, damaged_syconia,counted_syconia
S2013,96,120MN,24.03902002,-110.13597,NA,NA,NA,NA,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,120MW,24.03902999,-110.13599,NA,NA,NA,NA,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,120N,24.03908003,-110.13599,NA,NA,NA,NA,0.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,120SE,24.03899001,-110.13597,NA,NA,NA,NA,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,120SSE,24.03898004,-110.13597,NA,NA,NA,NA,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,120SSW,24.03896998,-110.13598,NA,NA,NA,NA,0.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,120SW,24.03896998,-110.13603,NA,NA,NA,NA,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,121,24.03856999,-110.13819,NA,NA,NA,NA,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,122,24.03705999,-110.13742,NA,NA,NA,NA,0.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,123,24.03758001,-110.13677,NA,NA,NA,NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,124,24.03784999,-110.13714,NA,NA,NA,NA,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,125,24.03791998,-110.13701,NA,NA,NA,NA,0.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,126,24.03806004,-110.13724,NA,NA,NA,NA,0.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,127,24.03807001,-110.13719,NA,NA,NA,NA,0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,128,24.03813003,-110.13708,NA,NA,NA,NA,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,129,24.03820002,-110.13707,NA,NA,NA,NA,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,12A,24.04617003,-110.14892,NA,NA,NA,NA,0.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,12B,24.04618998,-110.1489,NA,NA,NA,NA,0.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,13,24.04638,-110.14958,NA,NA,NA,NA,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,130,24.02942517,-110.1300945,749.95,5,4,335.1032164,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,131,24.02964754,-110.1300933,745.38,NA,NA,NA,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,132,24.02980638,-110.1303138,735.53,5,4,335.1032164,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,133,24.03005725,-110.1305509,728.8,6,7,1231.50432,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,134,24.02996127,-110.1307931,725.68,6,5,628.3185307,0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,135,24.02990109,-110.1308853,722.31,NA,NA,NA,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,136,24.02982029,-110.1310256,NA,8,6,1206.371579,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,137,24.0298363,-110.1309722,721.83,5,4,335.1032164,0.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,138,24.03003948,-110.1309264,720.87,6,7,1231.50432,0.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,14A,24.04063001,-110.13835,NA,NA,NA,NA,0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,14B,24.04062004,-110.13835,NA,NA,NA,NA,0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,15,24.03620998,-110.1301,NA,9.67,13,6845.446616,0.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,16,24.03626002,-110.12964,NA,9.33,7.33,2099.80131,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,17,24.03568,-110.12975,NA,5.67,8.67,1785.294484,0.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,18,24.03525,-110.12952,NA,7.67,9.33,2796.708876,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,19,24.03456001,-110.12993,NA,5.67,7.33,1276.08504,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,197,24.01840003,-110.09034,NA,7.5,6,1130.973355,0.092,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,198,24.01802,-110.09022,NA,6,3.25,265.4645792,0.09,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,199A-D,24.01788999,-110.09009,NA,NA,NA,NA,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,199E,24.01785999,-110.09007,NA,7,3,263.8937829,0.084,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,199N,24.01789997,-110.09006,NA,5,3,188.4955592,0.083,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,199S,24.01782998,-110.0901,NA,NA,NA,NA,0.084,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,199SE,24.01784004,-110.0901,NA,0.2,0.3,0.075398224,0.086,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,199W,24.01781992,-110.0901643,567.78,NA,NA,NA,0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,20,24.03440997,-110.12964,NA,8,5.33,951.9913764,0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,200,24.01808999,-110.08974,NA,4,3.5,205.25072,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,201,24.01795001,-110.08953,NA,6,5,628.3185307,0.067,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,202,24.01808999,-110.0894,NA,4.5,2,75.39822369,0.082,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,203,24.01841001,-110.0894,NA,NA,NA,NA,0.094,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,204,24.01857002,-110.08942,NA,5,10,2094.395102,0.102,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,205,24.01913001,-110.0895,NA,6,4,402.1238597,0.117,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,207,24.02219997,-110.10814,NA,NA,NA,NA,0.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,208,24.01759,-110.094,NA,8,8.5,2421.120738,0.332,Yes,0.0001,0.242112074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,209,24.01844999,-110.089169,543.45,15,15,14137.16694,0.113,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,21,24.03377001,-110.12986,NA,5.33,7,1093.986338,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,210,24.01842099,-110.09026,548.71,NA,NA,NA,0.087,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,211,24.02314503,-110.113932,684.78,NA,NA,NA,1.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,212,24.04557601,-110.149598,617.45,NA,NA,NA,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,214,24.01883204,-110.090225,551.93,NA,NA,NA,0.106,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,215,24.01845996,-110.08943,553.12,3,4,201.0619298,0.093,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,2151(=217?),24.01874201,-110.08977,545.13,NA,NA,NA,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,216,24.01844999,-110.08919,534.37,4,6,603.1857895,0.111,Yes,0.025,15.07964474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,218,24.01762303,-110.089448,563.82,NA,NA,NA,0.09,Yes,0.025,NA,0,4,3,1,19,5,8,40,3.361344538,2,40
S2013,96,218S,24.017546,-110.089373,529.85,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,219,24.017344,-110.089493,565.19,NA,NA,NA,0.097,Yes,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,22,24.03341001,-110.1302,NA,5.5,10.5,2539.97766,0.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,220N,24.01708902,-110.089289,558.9,NA,NA,NA,0.117,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,220S,24.01701098,-110.08928,562.21,NA,NA,NA,0.125,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,221,24.03391996,-110.13138,703.66,NA,NA,NA,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,222,24.031337,-110.129812,719.27,NA,NA,NA,0.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,223,24.03060802,-110.129329,729.69,NA,NA,NA,0.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,224,24.03050199,-110.129625,742.69,NA,NA,NA,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,225,24.029814,-110.129487,746.15,NA,NA,NA,0.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,226,24.02970303,-110.129414,745.22,NA,NA,NA,0.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,227,24.02960102,-110.129627,750.85,NA,NA,NA,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,228,24.02958702,-110.129197,728.99,NA,NA,NA,0.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,229,24.02940002,-110.129283,734.16,NA,NA,NA,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,23,24.03263996,-110.1298,NA,7.5,7,1539.3804,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,230,24.02921302,-110.129412,749.1,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,231,24.02918201,-110.129704,757.03,NA,NA,NA,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,232,24.02899501,-110.129696,770.89,NA,NA,NA,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,233,24.02876199,-110.129498,782.12,NA,NA,NA,0.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,234,24.02866904,-110.12973,794.59,NA,NA,NA,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,235,24.02850299,-110.129683,798.22,NA,NA,NA,0.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,236,24.02841096,-110.129576,799.23,NA,NA,NA,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,237,24.02812899,-110.129521,801.26,NA,NA,NA,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,238,24.02813,-110.129469,803.6,NA,NA,NA,0.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,239,24.02764401,-110.129623,805.38,NA,NA,NA,0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,240,24.02781199,-110.129503,806.37,NA,NA,NA,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,241,24.02777502,-110.1294,805.14,NA,NA,NA,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,242,24.02775097,-110.129185,801.91,NA,NA,NA,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,243,24.02743103,-110.128761,804.86,NA,NA,NA,0.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,244,24.02718301,-110.128601,804.25,NA,NA,NA,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,245,24.02723104,-110.129311,787.33,NA,NA,NA,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,246,24.027368,-110.129494,797.6,NA,NA,NA,0.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,247,24.02696097,-110.129422,792.47,NA,NA,NA,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,248,24.02683097,-110.129561,793.89,NA,NA,NA,0.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,249,24.02630802,-110.12976,786.67,NA,NA,NA,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,24A,24.03276997,-110.12961,NA,5,8.5,1513.200461,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,24B,24.03275999,-110.12954,NA,6,7,1231.50432,0.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,25,24.03302,-110.12974,NA,6,6.33,1007.041295,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,250,24.02665,-110.130514,753.11,NA,NA,NA,0.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,251,24.02745601,-110.131523,727.36,NA,NA,NA,0.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,252,24.02779204,-110.131357,728.21,NA,NA,NA,0.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,253,24.02820996,-110.131497,725.07,NA,NA,NA,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,254,24.021644,-110.104932,650.82,NA,NA,NA,0.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,255,24.021746,-110.1037,661.02,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,256,24.02169798,-110.103518,661.31,NA,NA,NA,0.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,257,24.02159203,-110.103421,654.93,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,258,24.02185597,-110.103402,660.43,NA,NA,NA,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,259,24.02225998,-110.103201,672.07,NA,NA,NA,0.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,26,24.03343004,-110.12949,NA,7,8,1876.578012,0.269,NA,NA,NA,0,2,0,0,9,6,21,38,2.569395018,NA,NA
S2013,96,260E,24.02246299,-110.10352,677.79,NA,NA,NA,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,260W,24.02241597,-110.103586,677.23,NA,NA,NA,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,261,24.02255704,-110.103256,671.65,NA,NA,NA,0.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,262,24.02282299,-110.103495,669.27,NA,NA,NA,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,263,24.02292903,-110.103346,670.42,NA,NA,NA,0.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,264,24.02295099,-110.10293,654.21,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,265,24.02311401,-110.103034,660.11,NA,NA,NA,0.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,266,24.02336799,-110.103118,666.94,NA,NA,NA,0.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,267,24.02321602,-110.102867,655.83,NA,NA,NA,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,268,24.02320102,-110.10275,652.95,NA,NA,NA,0.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,269,24.02311603,-110.102668,651.8,NA,NA,NA,0.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,27,24.03187998,-110.12917,NA,NA,NA,NA,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,270,24.02303598,-110.102775,652.64,NA,NA,NA,0.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,271,24.02283398,-110.101879,660.17,NA,NA,NA,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,272N,24.02309901,-110.101813,654.94,NA,NA,NA,0.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,272S,24.02304403,-110.101823,657.41,NA,NA,NA,0.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,273,24.01740401,-110.090348,569.29,NA,NA,NA,0.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,274,24.01750199,-110.091008,560.87,NA,NA,NA,0.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,275,24.01838603,-110.089957,558.35,NA,NA,NA,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,276,24.01844596,-110.089741,560.88,NA,NA,NA,0.077,NA,NA,NA,3,2,0,2,17,5,3,32,3.011764706,NA,NA
S2013,96,277,24.01851797,-110.089631,559.02,NA,NA,NA,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,278,24.03197897,-110.131671,702.88,NA,NA,NA,0.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,279,24.03131696,-110.131664,705.39,NA,NA,NA,0.179,NA,NA,NA,0,0,0,7,4,2,1,14,2.8,NA,NA
S2013,96,280,24.03029404,-110.13236,697.68,NA,NA,NA,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,281N,24.02977997,-110.132356,704.21,NA,NA,NA,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,281S,24.029712,-110.132412,701.29,NA,NA,NA,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,282,24.02953497,-110.128614,745.76,NA,NA,NA,0.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,283N,24.02964897,-110.128114,744.46,NA,NA,NA,0.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,283S,24.02961996,-110.128161,744.43,NA,NA,NA,0.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,284,24.02945098,-110.12797,745.43,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,285E,24.02909601,-110.126768,730.64,NA,NA,NA,0.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,285W,24.02919198,-110.126833,732.4,NA,NA,NA,0.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,286,24.02912501,-110.126501,724.98,NA,NA,NA,0.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,287,24.030575,-110.127181,720.79,NA,NA,NA,0.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,288,24.03042999,-110.127855,729.8,NA,NA,NA,0.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,289,24.03213998,-110.125171,707.02,NA,NA,NA,0.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,28A,24.03130003,-110.13041,NA,5,10,2094.395102,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,28B,24.03120004,-110.13037,NA,5,5,523.5987756,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,29,24.03156004,-110.13094,NA,4,7,821.0028801,0.183,Yes,0.85,697.8524481,0,0,0,3,17,7,13,40,3.100775194,2,60
S2013,96,290,24.03564404,-110.127567,698.36,NA,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,291,24.03579902,-110.132125,695.51,3.5,4,234.5722515,0.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,292,24.03613497,-110.133546,682.86,4,6,603.1857895,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,293,24.035608,-110.134183,690.37,4,5,418.8790205,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,294,24.03493401,-110.133964,684.05,1,1,4.188790205,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,295,24.03251398,-110.131383,712.39,NA,NA,NA,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,296,24.03243,-110.131044,719.51,NA,NA,NA,0.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,297,24.03065697,-110.133309,703.32,NA,NA,NA,0.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,298,24.03157898,-110.133216,689.56,NA,NA,NA,0.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,299,24.03151201,-110.13358,701.57,NA,NA,NA,0.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,30,24.03150002,-110.13108,NA,4,6,603.1857895,0.185,Yes,0.85,512.7079211,0,0,0,3,2,10,25,40,2.16802168,18,60
S2013,96,300,24.03135502,-110.13391,704.44,NA,NA,NA,0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,301,24.03154202,-110.134489,720.38,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,302,24.03204703,-110.13411,692.37,NA,NA,NA,0.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,303,24.03254097,-110.13409,678.6,NA,NA,NA,0.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,304,24.03312201,-110.134805,667.55,NA,NA,NA,0.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,305,24.032661,-110.132439,688.25,NA,NA,NA,0.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,306,24.01680898,-110.090235,581.02,NA,NA,NA,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,307,24.01644403,-110.089918,562.64,NA,NA,NA,0.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,308,24.01625804,-110.089633,548.18,NA,NA,NA,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,309,24.01589502,-110.089552,567.88,NA,NA,NA,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,31,24.03167998,-110.13127,NA,5,8,1340.412866,0.197,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,310,24.01387598,-110.092343,549.15,NA,NA,NA,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,311N,24.01401898,-110.092596,568.59,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,96,311S,24.01394002,-110.092614,550.67,NA,NA,NA,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
