season,site,tree,latitude,longitude,elevation,higth,diameter,volume,distance_to_NN_20km,reproduction,reproduction_prop,est_n_fruits,pre_female,early_female,late_female,early_interph,late_interph,early_male,late_male,total_syconia,synchrony, damaged_syconia,counted_syconia
F2013,95,7,26.35694532,-111.8029125,273.86,NA,NA,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,95,8,26.35680987,-111.8029711,273.86,NA,NA,NA,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,95,81,26.35689679,-111.803106,NA,14,6,2111.150263,0.054,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,95,9,26.35452731,-111.8017206,259.68,NA,NA,NA,0.135,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,95,91,26.35679059,-111.8030989,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,95,92,26.352749,-111.794016,258.08,10,8,2680.825731,0.689,Yes,0.025,67.02064328,0,3,2,13,6,7,14,45,4.373650108,0,60
F2013,95,93,26.35269301,-111.793832,258.83,4,8,1072.330292,0.708,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,95,95,26.352691,-111.793627,262.61,NA,NA,NA,0.728,Yes,0.0001,NA,4,0,0,3,24,6,1,38,2.263322884,0,60
F2013,95,96,26.35160403,-111.799046,302.75,NA,NA,NA,0.295,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,1,25.91582,-111.34837,NA,5,5,523.5987756,0.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,2,25.91431,-111.34993,NA,4,8,1072.330292,0.291,Yes,0.025,26.80825731,0,2,19,18,1,0,0,40,2.31884058,2,60
F2013,179,3,25.91437999,-111.35011,NA,4,6,603.1857895,0.308,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,4,25.91424001,-111.3517,NA,4.5,4.25,340.4701038,0.389,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,05N,25.91423004,-111.35187,NA,3,3,113.0973355,0.397,Yes,0.025,2.827433388,1,0,0,43,1,0,0,45,1.094003241,0,60
F2013,179,05S,25.91427002,-111.35182,NA,NA,NA,NA,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,6,25.91423004,-111.35189,NA,3.5,2.5,91.62978573,0.398,Yes,0.0001,0.009162979,0,0,1,36,0,0,0,37,1.055512722,0,60
F2013,179,7,25.91423004,-111.35189,NA,4,2.5,104.7197551,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,8,25.91414999,-111.35221,NA,6.5,6.5,1150.34651,0.412,Yes,0.0001,0.115034651,0,0,0,40,5,0,0,45,1.246153846,0,40
F2013,179,9,25.91405,-111.35213,NA,4,5,418.8790205,0.408,Yes,0.0001,0.041887902,0,0,0,41,1,0,0,42,1.048751486,0,60
F2013,179,10,25.91402996,-111.35143,NA,3.25,3.25,143.7933137,0.365,Yes,0.0001,0.014379331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,11,25.91385,-111.35155,NA,3.5,4.75,330.7835265,0.386,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,12,25.91467998,-111.34723,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,13,25.91467001,-111.34718,NA,11,7,2257.75792,0.455,Yes,0.15,338.6636881,0,0,5,38,3,0,2,48,1.55465587,0,60
F2013,179,14,25.91453003,-111.347,NA,7,6,1055.575132,0.471,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,15,25.91450002,-111.34703,NA,3,6,452.3893421,0.468,Yes,0.0001,0.045238934,0,0,6,41,1,0,0,48,1.341094296,0,45
F2013,179,16,25.91528599,-111.349456,19.5,NA,NA,NA,0.345,Yes,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,17,25.91305397,-111.35022,111.86,NA,NA,NA,0.349,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,18,25.912828,-111.349889,109.75,NA,NA,NA,0.323,Yes,0.0001,NA,0,0,0,49,0,0,0,49,1,0,60
F2013,179,19,25.91130299,-111.349592,176.41,NA,NA,NA,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,20,25.91172201,-111.348246,148.06,4,4,268.0825731,0.456,Yes,0.0001,0.026808257,0,0,0,35,0,0,0,35,1,2,60
F2013,179,21,25.91218703,-111.349217,114.11,5,7,1026.2536,0.349,Yes,0.0001,0.10262536,0,0,0,35,0,0,0,35,1,0,60
F2013,179,22,25.911649,-111.346759,90.49,2,2,33.51032164,0.572,Yes,0.025,0.837758041,0,0,0,39,1,0,0,40,1.051248357,6,40
F2013,179,23,25.91186701,-111.346843,116.41,2,0.5,2.094395102,0.553,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,24,25.90929997,-111.35443,202.14,NA,NA,NA,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,25,25.90866202,-111.355322,192.15,NA,NA,NA,0.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,26,25.90703602,-111.357874,182.35,NA,NA,NA,1.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,27,25.93436404,-111.369423,15.31,NA,NA,NA,3.09,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,40,25.911375,-111.349551,173.49,3.25,5,340.3392041,0.394,Yes,0.625,212.7120026,0,0,0,42,0,0,0,42,1,4,60
F2013,179,41,25.91534299,-111.348309,40.66,0.2,0.2,0.033510322,0.408,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,42,25.91271099,-111.354137,35.05,5.5,5.5,696.9099703,0.466,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,43,25.91155303,-111.354775,95.81,8.5,10.5,3925.420021,0.523,Yes,0.0001,0.392542002,0,0,20,22,0,0,0,42,1.995475113,0,60
F2013,179,44,25.91007496,-111.353106,145.36,11.5,2.5,301.069296,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,45,25.90934196,-111.352763,141.39,2,1.5,18.84955592,0.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,46,25.910571,-111.355005,181.02,2.5,3,94.24777961,0.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,47,25.91232701,-111.350657,124.98,4,6,603.1857895,0.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,48,24.083469,-109.993242,98.71,9,10,3769.911184,12.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,179,481,25.895097,-111.371443,100.03,NA,NA,NA,2.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,1,25.37598797,-111.316845,285.5,15,15,14137.16694,1.092,Yes,0.625,8835.729338,24,21,0,4,0,0,0,49,2.324298161,0,60
F2013,201,2,25.37727904,-111.315424,288.4,14,11,7095.810607,1.137,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,3,25.37742203,-111.315046,284.49,15,16,16084.95439,1.152,Yes,0.0001,1.608495439,0,0,0,38,4,0,0,42,1.208219178,3,40
F2013,201,4,25.37771397,-111.314502,273.01,15,18,20357.5204,1.168,Yes,0.0001,2.03575204,2,11,2,20,1,0,0,36,2.445283019,0,40
F2013,201,5,25.37755203,-111.313863,276.67,15,13,10618.58317,1.226,Yes,0.0001,1.061858317,20,0,11,8,0,0,0,39,2.6,4,40
F2013,201,6,25.37822502,-111.313758,277.86,16,12,9650.972632,1.184,Yes,0.0001,0.965097263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,07E,25.37505196,-111.317804,228.68,17,7,3489.262241,1.138,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,07W,25.37495499,-111.31785,264.94,14,4,938.2890059,1.147,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,8,25.37815897,-111.311214,286.73,12,9,4071.504079,1.391,Yes,0.0001,0.407150408,0,0,0,22,0,0,0,22,1,2,23
F2013,201,9,25.37945741,-111.310154,299.09,3,1,12.56637061,1.406,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,10,25.378164,-111.309366,326.73,3,4,201.0619298,1.544,Yes,0.0001,0.020106193,0,0,1,42,0,0,0,43,1.047592068,7,40
F2013,201,11,25.37784096,-111.308826,329.27,4,2,67.02064328,1.579,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,12E,25.37984499,-111.307655,297.69,8,3,301.5928947,1.412,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,12W,25.37977399,-111.307756,294.8,12,6,1809.557368,1.423,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,13,25.38336698,-111.305971,302.84,12,14,9852.034562,1.506,Yes,0.0001,0.985203456,3,3,2,40,0,0,0,48,1.420468557,0,40
F2013,201,14,25.38016099,-111.311703,293.7,5,5,523.5987756,1.232,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,15,25.37547399,-111.319615,277.36,10,4,670.2064328,1.124,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,16,25.38179202,-111.325569,287.86,14,8,3753.156023,1.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,17,25.381832,-111.325554,288,14,10,5864.306287,1.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,18,25.38181499,-111.325294,286.66,10,15,9424.777961,1.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,19,25.382248,-111.324793,285.99,10,8,2680.825731,1.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,20,25.38369899,-111.323722,291.63,0.3,0.1,0.012566371,1.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,21,25.385211,-111.322614,306.79,NA,NA,NA,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,22A,25.38527797,-111.322636,308.15,NA,NA,NA,1.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,22B,25.38530798,-111.322605,307.26,NA,NA,NA,1.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,23,25.38529197,-111.322575,305.15,NA,NA,NA,1.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,24A,25.38535299,-111.322583,305.05,NA,NA,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,24B,25.38537302,-111.322567,304.89,NA,NA,NA,1.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,24C,25.38540596,-111.322561,303.21,NA,NA,NA,1.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,24D,25.38540697,-111.32256,303.15,NA,NA,NA,1.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,24E,25.38540697,-111.322521,303.08,NA,NA,NA,1.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,24F,25.38542097,-111.322514,303.02,NA,NA,NA,1.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,25,25.38536296,-111.322529,301.16,NA,NA,NA,1.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,26,25.38533203,-111.322509,301.18,NA,NA,NA,1.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,27,25.38385204,-111.292296,341.97,NA,NA,NA,2.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,28,25.38242804,-111.29338,336.03,NA,NA,NA,2.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,29,25.382077,-111.29382,335.75,NA,NA,NA,2.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,30,25.38212302,-111.293865,335.66,NA,NA,NA,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,31,25.38214699,-111.295841,326.84,NA,NA,NA,2.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,32,25.381516,-111.296657,326.4,NA,NA,NA,2.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,33,25.37836701,-111.330633,346.87,NA,NA,NA,1.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,201,34,25.37915298,-111.327134,277.98,2,1,8.37758041,1.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,01A,24.04840004,-110.15008,NA,NA,NA,NA,0.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,01B,24.04840004,-110.15015,NA,NA,NA,NA,0.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,01C,24.04845997,-110.15023,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,01D,24.04853004,-110.15012,NA,NA,NA,NA,0.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,2,24.04300997,-110.14274,NA,NA,NA,NA,0.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,3,24.04297996,-110.1435,NA,NA,NA,NA,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,04A,24.04341004,-110.14358,NA,NA,NA,NA,0.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,04B,24.04336997,-110.14358,NA,NA,NA,NA,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,04C,24.04339998,-110.14361,NA,NA,NA,NA,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,5,24.04378002,-110.14402,NA,NA,NA,NA,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,07A,24.04476003,-110.14649,NA,NA,NA,NA,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,07B,24.04479004,-110.14647,NA,NA,NA,NA,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,8,24.04532002,-110.1472,NA,NA,NA,NA,0.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,9,24.04523998,-110.14775,NA,NA,NA,NA,0.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,10,24.04542999,-110.14791,NA,NA,NA,NA,0.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,100,24.06515001,-110.1766,NA,NA,NA,NA,3.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,101,24.06673998,-110.17811,NA,NA,NA,NA,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,102,24.06755998,-110.17761,NA,NA,NA,NA,3.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,103,24.06728002,-110.17708,NA,NA,NA,NA,3.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,104,24.06731003,-110.17695,NA,NA,NA,NA,3.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,105,24.06683,-110.17464,NA,NA,NA,NA,3.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,106,24.06683997,-110.1746,NA,NA,NA,NA,3.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,107,24.06683,-110.1748,NA,NA,NA,NA,3.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,108,24.06709998,-110.175,NA,NA,NA,NA,3.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,109,24.06734004,-110.17537,NA,NA,NA,NA,3.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,11,24.06742997,-110.17531,NA,NA,NA,NA,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,111,24.06764003,-110.1754,NA,NA,NA,NA,3.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,112,24.06758999,-110.17548,NA,NA,NA,NA,3.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,113,24.06758001,-110.17574,NA,NA,NA,NA,3.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,114,24.06875004,-110.17607,NA,NA,NA,NA,3.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,115,24.06932998,-110.17885,NA,NA,NA,NA,3.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,116,24.06528999,-110.17807,NA,NA,NA,NA,3.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,117,24.01712003,-110.09591,NA,9,13,6371.149901,0.382,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,118,24.01681996,-110.0933,NA,4,6,603.1857895,0.311,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,119,24.03088002,-110.13064,NA,7,10,2932.153143,0.137,Yes,0.025,73.30382858,0,0,0,38,4,0,0,42,1.208219178,15,60
F2013,96,11A,24.04532002,-110.14814,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,11B,24.04543997,-110.14811,NA,NA,NA,NA,0.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,11C,24.04548003,-110.14815,NA,NA,NA,NA,0.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,120ME,24.03902002,-110.13595,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,120MN,24.03902002,-110.13597,NA,NA,NA,NA,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,120MW,24.03902999,-110.13599,NA,NA,NA,NA,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,120N,24.03908003,-110.13599,NA,NA,NA,NA,0.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,120SE,24.03899001,-110.13597,NA,NA,NA,NA,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,120SSE,24.03898004,-110.13597,NA,NA,NA,NA,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,120SSW,24.03896998,-110.13598,NA,NA,NA,NA,0.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,120SW,24.03896998,-110.13603,NA,NA,NA,NA,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,121,24.03856999,-110.13819,NA,NA,NA,NA,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,122,24.03705999,-110.13742,NA,NA,NA,NA,0.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,123,24.03758001,-110.13677,NA,NA,NA,NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,124,24.03784999,-110.13714,NA,NA,NA,NA,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,125,24.03791998,-110.13701,NA,NA,NA,NA,0.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,126,24.03806004,-110.13724,NA,NA,NA,NA,0.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,127,24.03807001,-110.13719,NA,NA,NA,NA,0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,128,24.03813003,-110.13708,NA,NA,NA,NA,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,129,24.03820002,-110.13707,NA,NA,NA,NA,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,12A,24.04617003,-110.14892,NA,NA,NA,NA,0.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,12B,24.04618998,-110.1489,NA,NA,NA,NA,0.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,13,24.04638,-110.14958,NA,NA,NA,NA,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,130,24.02942517,-110.1300945,749.95,5,4,335.1032164,0.104,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,131,24.02964754,-110.1300933,745.38,NA,NA,NA,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,132,24.02980638,-110.1303138,735.53,5,4,335.1032164,0.114,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,133,24.03005725,-110.1305509,728.8,6,7,1231.50432,0.122,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,134,24.02996127,-110.1307931,725.68,6,5,628.3185307,0.141,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,135,24.02990109,-110.1308853,722.31,NA,NA,NA,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,136,24.02982029,-110.1310256,NA,8,6,1206.371579,0.145,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,137,24.0298363,-110.1309722,721.83,5,4,335.1032164,0.148,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,138,24.03003948,-110.1309264,720.87,6,7,1231.50432,0.148,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,14A,24.04063001,-110.13835,NA,NA,NA,NA,0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,14B,24.04062004,-110.13835,NA,NA,NA,NA,0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,15,24.03620998,-110.1301,NA,9.67,13,6845.446616,0.431,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,16,24.03626002,-110.12964,NA,9.33,7.33,2099.80131,0.467,Yes,0.025,52.49503275,0,0,0,2,12,22,5,41,2.558599696,0,60
F2013,96,17,24.03568,-110.12975,NA,5.67,8.67,1785.294484,0.433,Yes,0.0001,0.178529448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,18,24.03525,-110.12952,NA,7.67,9.33,2796.708876,0.421,Yes,0.625,1747.943047,0,0,0,32,5,1,2,40,1.518026565,14,60
F2013,96,19,24.03456001,-110.12993,NA,5.67,7.33,1276.08504,0.337,Yes,0.0001,0.127608504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,197,24.01840003,-110.09034,NA,7.5,6,1130.973355,0.092,Yes,0.15,169.6460033,1,0,0,3,12,11,15,42,3.528,0,60
F2013,96,198,24.01802,-110.09022,NA,6,3.25,265.4645792,0.09,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,199A-D,24.01788999,-110.09009,NA,NA,NA,NA,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,199E,24.01785999,-110.09007,NA,7,3,263.8937829,0.084,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,199N,24.01789997,-110.09006,NA,5,3,188.4955592,0.083,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,199S,24.01782998,-110.0901,NA,NA,NA,NA,0.084,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,199SE,24.01784004,-110.0901,NA,0.2,0.3,0.075398224,0.086,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,199W,24.01781992,-110.0901643,567.78,NA,NA,NA,0.086,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,20,24.03440997,-110.12964,NA,8,5.33,951.9913764,0.342,Yes,0.0001,0.095199138,0,0,0,0,3,8,3,14,2.390243902,0,60
F2013,96,200,24.01808999,-110.08974,NA,4,3.5,205.25072,0.07,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,201,24.01795001,-110.08953,NA,6,5,628.3185307,0.067,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,202,24.01808999,-110.0894,NA,4.5,2,75.39822369,0.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2013,96,203,24.01841001,-110.0894,NA,NA,NA,NA,0.094,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
